Address,C.O,MahMorajeh,Fasl,Jens,Sen,Savad,Tahsil.Mikonad,Madrak,Faaliat,Zanashoi,tedad.a,n.t.m,t.o,s.z,n.e,m.o.b,oto,mo,do,radio,zabt,tv.s,tv.r,video,pc,mobile,freeizer,yakhchal,yakhchal.f,gaz,jaro.b,m.lebas,charkh.kh,panke,cooler.a,cooler.g,m.zarf,microfer,ab.l,bargh,gaz.l,tel,internet,hamam,ashpazkhane,cooler.a.s,broodat.m,hararat.m,package,cooler.g.s,fazelab,sookht.p,sookht.g,sookht.ab,Hazine_Behdashti,Hazine_Ertebatat,Hazine_Ghazayeamade,Hazine_Hamlonaghl,Hazine_kalavakhadamat,Hazine_Khorakivadokhani,Hazine_lavazemkhanegi,Rahn,Hazine_Maskan,Hazine_Noshidani,Hazine_Pushak,Hazine_Tafrihat,Daramad_Yarane,Daramad_Azad,Daramad_Motefaraghe,Daramad_Mozd_Month,Daramad_Mozd_Year
10012010005,0,1,4,1,30,1,2,1,1,1,2,1,4,120,3,1,,1,,,,,1,,,1,1,1,,1,1,1,,,,,,,1,1,1,1,1,1,1,,,,,,,4,14,24,,140000,,350000,580000,10175000,532000,0,3110000,,2970000,,10920000,,,5000000,70000000
10012010008,0,1,4,1,32,1,2,2,2,1,2,6,3,40,3,2,,1,,,,,1,1,,,,,1,1,1,,1,,,,,,1,1,1,,,1,1,,,,,,,4,14,24,50000,200000,,1340000,530000,7902000,670000,0,1780000,3050000,1750000,,10920000,,35600000,0,40000000
10012010011,0,1,4,1,57,2,,,1,1,4,1,4,100,3,1,1,,,,,,1,,,1,1,1,,1,1,,,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,200000,730000,,1200000,690000,9081500,40000,0,2500000,400000,,,21840000,55900000,,0,23500000
10012010014,0,1,4,1,43,2,,,1,1,5,1,3,70,3,1,,1,1,1,,1,,1,,1,1,,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,,,4,14,24,680000,530000,400000,1100000,980000,9884000,3980000,0,2910000,,4100000,100000,27300000,,19950000,0,75000000
10012010017,0,1,4,1,53,1,2,1,1,1,2,1,3,91,3,1,,,,,,,1,,,1,,,1,1,,1,,,,,,,1,1,1,,,1,1,1,,,,,,4,14,24,2075000,120000,,360000,80000,4910000,,0,3070000,2100000,,,10920000,120000000,,,
10012010102,0,4,1,2,56,1,2,1,3,2,1,1,3,50,3,1,,,,,,,1,1,,1,1,1,,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,,370000,,,,1551000,280000,0,2465000,,,,5460000,,27000000,,
10012010105,0,4,1,1,48,1,2,1,1,1,5,1,4,160,3,1,1,,,,,,1,,1,1,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,300000,790000,,1050000,415000,6710000,600000,0,3380000,,190000,,27300000,138900000,2500000,16000000,192000000
10012010108,0,4,1,1,63,1,2,1,1,1,2,1,4,143,3,2,1,1,,,,,1,,,1,1,1,,1,1,1,1,1,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,4420000,1400000,,1300000,400000,6917000,860000,0,3240000,,400000,700000,10920000,81000000,,,
10012010111,0,4,1,1,47,1,2,2,1,1,4,1,4,130,3,1,1,,,,,,1,,,1,,,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,,550000,,6070000,445000,8277000,40000,0,3285000,900000,,,21840000,390000000,,,
10012010114,0,4,1,1,58,1,2,1,3,1,2,1,3,80,3,1,1,,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,,170000,,150000,130000,3444000,,0,3345000,900000,200000,,10920000,,15850000,,
10012010117,0,4,1,1,34,1,2,1,1,1,4,1,3,65,3,1,1,1,1,,,,1,1,,,,,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,3310000,1140000,,750000,780000,6883000,272000,0,4415000,1044000,5110000,60000,21840000,27000000,,3000000,75000000
10012010202,0,7,2,1,31,1,2,1,1,1,4,1,4,75,3,1,,,,,,,1,,,1,,,1,1,1,1,,1,,,,,1,1,1,,,1,1,,,,,,,4,14,24,180000,100000,,80000,100000,3182000,85000,0,1270000,,1125000,750000,21840000,,460000,12600000,79800000
10012010205,0,7,2,1,35,2,,,1,1,4,1,4,103,3,1,1,,1,,,,1,,,1,1,1,,1,1,1,,,,,,,1,1,1,,,1,1,,,,,,1,4,14,24,,200000,,500000,140000,3478000,400000,0,900000,375000,780000,1300000,21840000,,1000000,5400000,46400000
10012010208,0,7,2,1,59,2,,,6,1,3,1,5,130,3,1,,,,,,,1,,,1,,1,,1,1,,1,1,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,,320000,,1000000,330000,5608000,250000,0,4150000,,,,16380000,310000000,,,
10012010211,0,7,2,1,37,1,2,2,1,1,4,1,4,100,1,,1,,,1,,,1,,,1,,,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,,300000,,840000,500000,5701000,550000,0,6000000,,2300000,1600000,21840000,90000000,,,
10012010214,0,7,2,1,31,1,2,3,1,1,3,6,3,70,3,1,,1,1,,,,1,,,1,1,1,,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,,,,,,4,14,24,200000,200000,200000,1550000,300000,4859000,402000,0,3075000,,1370000,150000,16380000,,,3500000,55000000
10012010217,0,7,2,1,33,1,2,2,1,1,4,1,4,100,3,1,1,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,,,,1,,4,14,24,,900000,,1830000,750000,4846000,,0,3607000,,700000,1100000,21840000,,40000000,7000000,100000000
10012010302,0,10,3,1,66,1,2,1,3,1,2,1,3,100,3,1,,,,,,,1,,,1,1,1,,1,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,,,4,14,24,2860000,400000,,200000,660000,5908000,110000,0,4330000,,1500000,,10920000,,139000000,,
10012010305,0,10,3,1,44,1,2,1,1,1,4,1,3,100,3,1,1,1,,,,,1,,,1,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,460000,1250000,440000,4450000,790000,4742500,690000,0,8200000,,,300000,21840000,,,24570000,301840000
10012010308,0,10,3,1,42,1,2,4,1,1,2,3,3,80,3,1,,1,,,,,1,,,1,,,1,1,1,1,,1,,,,,1,1,1,,1,1,1,1,,,,,,4,14,24,200000,200000,,350000,150000,2754000,70000,30000000,2650000,562500,,,10920000,49700000,,,
10012010311,0,10,3,2,75,2,,,3,2,1,3,2,40,3,1,,,,,,,1,,,,,1,,1,,,,,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,,40000,,,,1765000,,20000000,2240000,,,,5460000,,42000000,,
10012010314,0,10,3,1,36,1,2,2,1,1,4,1,3,72,3,1,,1,1,,,,1,,,1,,,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,,,,,,4,14,24,535000,470000,200000,2490000,1775000,9339000,160000,0,3815000,,4500000,,21840000,,980000,12740000,231580000
10012010317,0,10,3,1,41,1,2,1,1,1,4,1,4,105,3,1,,1,1,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,,,1,1,1,,,,,,4,14,24,950000,100000,,650000,150000,3698000,100000,0,4475000,1200000,1000000,,21840000,,,14300000,181100000
10013010402,0,11,4,1,25,1,2,4,1,1,3,3,3,65,3,1,,1,,,,1,,,,1,,,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,,,,,,1,4,14,24,448000,200000,1600000,1230000,1585000,3267000,340000,20000000,3132000,1500000,,,5460000,,2590000,16206667,179653336
10013010405,0,11,4,1,38,1,2,1,1,1,4,6,3,60,3,1,1,,,,,,1,,,1,1,1,,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,385000,685000,,8180000,900000,4029000,540000,0,6077000,,300000,110000,21840000,144000000,720000,,
10013010408,0,11,4,1,81,1,2,1,3,2,2,1,4,150,3,1,,,,,,,1,1,,,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,,900000,,450000,820000,19471000,530000,0,9600000,,,,10920000,,243000000,,
10013010411,0,11,4,1,76,1,2,1,1,1,3,1,4,100,3,1,,,,,,,1,,,1,,1,,1,1,,,1,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,1500000,400000,,600000,210000,2760000,,0,2750000,,,,16380000,105500000,350000,0,4000000
10013010414,0,11,4,1,53,1,2,2,1,1,5,3,3,100,2,,,1,1,,,,1,,,1,1,1,,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,870000,718000,,2760000,790000,9970000,250000,10000000,3010000,750000,,,27300000,51350000,15000000,19436667,289640004
10013010417,0,11,4,2,60,2,,,3,2,2,1,3,55,3,1,,,,1,,,1,,,1,,1,,1,1,1,1,1,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,690000,250000,4000000,,,4925000,1300000,0,3040000,,,,10920000,,24000000,4000000,48000000
10013010602,0,2,1,1,39,1,2,1,1,1,4,1,3,85,3,1,,1,,,,,1,,,1,,,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,630000,300000,,360000,345000,6253000,206000,0,1870000,2200000,,,21840000,108300000,,18000000,216000000
10013010605,0,2,1,1,52,1,2,1,1,1,3,1,4,90,3,1,1,1,,,,,1,,,1,,,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,2100000,550000,,1000000,100000,10455000,,0,3530000,,770000,,16380000,92700000,144000000,,
10013010608,0,2,1,1,28,1,2,4,1,1,2,6,2,20,3,2,,1,,,,,1,,,1,1,1,,1,1,,1,,,,,,1,1,1,,1,1,1,,,,,,,4,14,24,550000,320000,,450000,460000,2687000,60000,0,1395000,450000,,,10920000,13500000,,0,40000000
10013010611,0,2,1,1,31,1,2,3,1,1,3,1,4,90,3,1,,1,,,,,1,,,1,,,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,280000,240000,,150000,80000,2049000,400000,0,2590000,,,,16380000,7000000,,0,40000000
10013010614,0,2,1,1,40,1,2,4,1,1,4,5,3,40,3,1,1,,1,,,,1,,1,1,,1,,1,1,1,1,1,,,,,1,1,1,,1,1,1,,,,,,,4,14,24,590000,180000,,1600000,440000,2475000,895000,0,2750000,63000,320000,150000,21840000,,14000000,12393334,157420008
10013010617,0,2,1,1,38,1,2,2,1,1,5,1,3,60,3,1,,1,,,,,1,1,,1,,1,,1,1,,,,,,,,1,1,1,,,1,1,1,,,,,,4,14,24,900000,350000,,100000,45000,9357000,480000,0,2440000,1200000,5050000,150000,27300000,128400000,,,
10013010702,0,5,2,2,78,2,,,3,2,1,1,3,60,3,6,,,,,,,1,,,,,1,,1,,,,,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,400000,,,,,1745000,50000,0,1200000,,,,5460000,,34000000,,
10013010705,0,5,2,1,46,2,,,1,1,3,1,2,80,3,1,,1,,,,,1,,,1,,,1,1,1,1,,1,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,830000,530000,850000,1065000,565000,5777000,749000,0,2018000,679500,900000,,16380000,69000000,660000,13346667,175160004
10013010708,0,5,2,2,22,1,2,1,3,1,3,1,3,100,3,1,,,,,,,1,,,1,,,1,1,1,,,1,,,,,1,1,1,,1,1,1,,,,,,,4,14,24,335000,300000,300000,560000,500000,4205500,80000,0,2600000,,,,21840000,,40000000,,
10013010711,0,5,2,1,82,1,2,1,3,1,2,1,2,40,3,6,,,,,,,1,,,1,,1,,1,1,1,,,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,650000,172000,,,,1853000,290000,0,1350000,,,,10920000,,7200000,,
10013010714,0,5,2,1,30,1,2,2,1,1,2,1,3,60,3,1,,,,,,,1,1,,1,,1,1,1,1,1,1,,,,,,1,1,1,,1,1,1,1,,,,,,4,14,24,510000,150000,,250000,80000,985000,,0,2040000,,,,10920000,,,7000000,60000000
10013010717,0,5,2,1,34,1,2,4,1,1,3,1,3,120,3,1,1,,1,,,,1,,,1,1,1,,1,1,1,1,,1,,,1,1,1,1,1,1,1,1,,,,,,,4,14,24,360000,500000,500000,1700000,250000,3451000,70000,0,1850000,,600000,,16380000,126200000,,0,50000000
11301158102,13,5,2,2,60,2,,,5,2,1,1,4,40,3,1,,,,,,,1,,,1,,1,,1,,,,,,,,,1,1,1,1,,1,1,,,,,,1,4,14,24,,300000,,,,,,0,3835000,,,,5460000,,3000000,,
11301158105,13,5,2,1,58,2,,,1,1,2,1,3,120,3,1,,1,,,,,,,,1,1,1,,1,1,1,1,1,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,1800000,270000,,1400000,570000,3530000,,0,5810000,,,,10920000,,,10000000,300000000
11301158108,13,5,2,2,48,2,,,5,2,4,1,3,50,3,1,,,,,,1,,,,1,,,1,1,1,,,,1,,,,1,1,1,1,,1,1,,,,,,1,4,14,24,5560000,200000,,,140000,3332000,185000,0,1995000,,,,21840000,,30000000,,
11301158111,13,5,2,1,28,1,2,2,1,1,3,1,3,90,3,1,1,,,,,,1,,,1,,,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,,,1,4,14,24,,270000,,1500000,210000,2205000,,0,2710000,,100000,,16380000,60000000,,,
11301158114,13,5,2,1,35,1,2,2,2,1,4,4,3,40,3,1,,,,,,,1,,,1,,1,,1,,1,,,,,,,1,1,1,1,,1,1,,,,,,1,4,14,24,1500000,450000,,50000,635000,1582500,65000,40000000,1511000,1725000,,,18200000,,,3000000,45000000
11301158117,13,5,2,1,63,1,2,1,1,1,3,1,4,80,3,1,1,1,,,,,1,,,1,1,1,,1,1,1,1,1,,,1,,1,1,1,1,,1,1,1,,,,,1,4,14,24,,590000,,400000,310000,8525000,460000,0,4090000,,600000,500000,16380000,363550000,,,
11301158202,13,8,3,1,35,1,2,7,1,1,4,1,4,78,3,1,1,,,,,,1,,,1,,,1,1,1,1,1,1,,,,,1,1,1,,,1,1,1,,,,,1,4,14,24,,600000,550000,1500000,900000,5962000,870000,0,6450000,,1500000,,21840000,,,18000000,246000000
11301158205,13,8,3,1,59,1,2,4,2,1,3,4,3,76,3,1,,,,,,,1,,,1,,,1,1,1,1,1,1,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,,120000,,700000,330000,4240000,120000,50000000,2770000,,,,16380000,,,0,42500000
11301158208,13,8,3,1,34,1,2,4,1,1,4,6,4,78,3,1,,,,,,,1,,1,1,,,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,,300000,,1000000,450000,5854000,650000,0,7170000,,,,21840000,,,10000000,120000000
11301158211,13,8,3,1,43,1,2,4,3,1,4,1,4,100,3,1,1,,,,,,1,,1,1,1,1,,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,1000000,700000,170000,2000000,535000,5405000,500000,0,7480000,,,,21840000,,143000000,,
11301158214,13,8,3,1,76,2,,,3,1,3,4,4,100,3,1,,,,,,,1,,,1,1,1,,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,,430000,,200000,245000,2596000,,200000000,9250000,,,,16380000,,93000000,,
11301158302,13,11,4,1,47,1,2,4,1,1,4,1,4,150,3,1,1,1,1,,1,,1,,1,1,,,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,,,1,4,14,24,2410000,690000,110000,2440000,650000,10554000,460000,0,4750000,,260000,120000,27300000,,48000000,10000000,120000000
11301158305,13,11,4,1,46,1,2,2,1,1,3,3,4,100,3,1,,,,,,,1,,1,1,,,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,820000,450000,,300000,110000,3091000,185000,50000000,5800000,600000,,200000,21840000,180000000,,,
11301158308,13,11,4,1,47,1,2,4,1,1,5,3,6,190,3,1,1,,1,,,,1,,1,1,,,1,1,1,1,,1,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,830000,200000,400000,2000000,320000,16880000,3600000,150000000,11600000,,500000,50000,21840000,420000000,,,
11301158311,13,11,4,1,62,1,2,4,3,1,3,3,4,200,3,1,,,,,1,,1,1,,1,,,1,1,1,1,1,1,,,,,1,1,1,,1,1,1,1,,,,,1,4,14,24,2420000,500000,50000,980000,270000,12335000,870000,50000000,7120000,,700000,,16380000,,260000000,,
11301158314,13,11,4,1,80,2,,,6,2,1,6,2,40,3,1,,,,,,,1,,,,,,1,1,,,,,,,,,1,1,1,1,,1,1,,,,,,1,4,14,24,,,,,,,,0,2000000,,,,5460000,,18000000,,
11301158317,13,11,4,1,76,1,2,1,3,2,5,1,5,180,3,1,,,1,1,1,,1,,1,1,1,1,,1,1,1,,1,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,3380000,980000,,3990000,100000,14675000,1040000,0,13100000,,,,27300000,,173200000,10000000,150000000
11301158402,13,2,1,1,73,1,2,1,3,1,3,1,4,124,3,1,1,,,,,,1,1,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,,340000,,350000,80000,2049000,100000,0,5240000,,,,16380000,95000000,120000000,,
11301158405,13,2,1,1,34,1,2,2,1,1,3,5,2,25,3,1,,1,,,,,1,,,1,,,1,1,,1,,1,,,,,1,1,1,,,1,1,,,,,,,4,14,24,450000,150000,150000,220000,,1940000,70000,0,1000000,500000,200000,,16380000,,,5000000,60000000
11301158408,13,2,1,1,48,2,,,1,1,4,1,4,80,3,1,,,,,,,1,,,1,,,1,1,1,1,,1,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,760000,350000,,250000,70000,2560000,130000,0,4570000,,,,21840000,85000000,120000000,,
11301158411,13,2,1,1,32,1,2,2,1,1,4,1,4,80,2,,1,,,,,,1,1,,1,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,610000,380000,300000,400000,330000,3690000,125000,0,5100000,500000,,,21840000,126000000,,,
11301158414,13,2,1,1,32,1,2,4,1,1,3,1,4,83,2,,,1,,,,,1,1,,1,,,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,1400000,300000,,500000,165000,4630000,270000,0,5264000,200000,,,16380000,,,10000000,130000000
11301158417,13,2,1,1,87,1,2,1,1,1,2,1,3,45,3,2,,,,,,,1,,,1,,,1,1,,1,,1,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,900000,140000,,80000,,1305000,95000,0,2510000,,,,10920000,70000000,,,
11301158502,13,6,2,2,31,1,2,4,3,2,2,1,4,90,3,1,1,,1,,,,1,,,1,,,1,1,1,1,,,,1,,,1,1,1,1,1,1,1,,,,1,1,1,4,14,24,850000,1100000,700000,500000,1600000,10197500,600000,0,13150000,,8550000,,10920000,,180000000,,
11301158505,13,6,2,1,41,1,2,7,1,1,3,1,4,83,3,1,1,,1,,,,1,,1,1,1,1,,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,1,,1,4,14,24,6500000,2100000,800000,2300000,510000,8771500,500000,0,16700000,,6310000,,16380000,,,28000000,356000000
11301158508,13,6,2,1,52,1,2,4,1,1,2,3,4,80,3,1,1,,,,,,1,,1,1,1,1,,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,,,,1,4,14,24,,1000000,1400000,1300000,320000,11132500,1160000,100000000,7580000,2400000,1100000,,16380000,120000000,,12000000,164000000
11301158514,13,6,2,1,60,1,2,4,1,3,1,1,3,90,3,1,,1,,,,,1,,,1,1,1,,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,1080000,250000,400000,320000,130000,7066000,120000,0,3850000,2400000,650000,,5460000,,60000000,9000000,108000000
11301158517,13,6,2,1,67,1,2,4,3,1,2,1,3,80,3,1,,,,,,,1,,,1,1,1,,1,1,1,,,1,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,110000,320000,260000,300000,370000,6264000,365000,0,4140000,2400000,560000,,10920000,,180000000,,
11301158602,13,9,3,1,32,1,2,2,1,1,5,3,5,110,1,,,1,1,,,,1,,,1,,,1,1,1,1,1,1,,,,,1,1,1,,1,1,1,1,,,,,1,4,14,24,960000,200000,1100000,950000,3550000,11479000,200000,30000000,4940000,,,,16380000,,,10000000,120000000
11301158605,13,9,3,1,56,1,2,4,3,1,2,1,4,100,3,1,1,,,,,,1,,1,1,,,1,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,,4,14,24,,300000,,800000,,6150000,,0,5450000,,,,10920000,,250000000,,
11301158608,13,9,3,1,58,1,2,4,3,1,4,1,4,120,3,1,1,,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,340000,400000,150000,350000,550000,4115000,130000,0,4850000,,,,21840000,,260000000,,
11301158611,13,9,3,1,60,1,2,6,3,1,2,1,5,110,3,1,1,1,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,320000,300000,,600000,170000,5349000,440000,0,3860000,,,,10920000,,240000000,,
11301158614,13,9,3,1,53,1,2,6,3,1,3,1,3,90,3,1,,,,,,,1,,1,1,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,,,,4,14,24,,600000,300000,600000,370000,24470000,100000,0,5650000,600000,,,16380000,,260000000,,
11301158617,13,9,3,1,32,1,2,4,1,1,3,1,4,80,1,,1,,1,,,,1,1,,1,,,1,1,1,1,,,,,,1,1,1,1,,1,1,1,,,,,,1,4,14,24,1810000,500000,,750000,800000,4015000,540000,0,4310000,1200000,,300000,16380000,151000000,,,
11301158702,13,12,4,1,50,1,2,4,3,1,3,1,4,80,2,,1,,,,,,1,,1,1,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,1,,1,4,14,24,,700000,700000,700000,210000,8165000,270000,0,5930000,,,1500000,16380000,,384000000,,
11301158705,13,12,4,1,26,1,2,7,1,1,3,1,4,85,2,,1,1,,,,,1,1,1,1,,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,,,,1,4,14,24,850000,600000,,860000,680000,8545000,1900000,0,6450000,,2800000,,16380000,,,33000000,400000000
11301158708,13,12,4,1,50,1,2,5,1,1,4,1,4,100,3,1,1,,,,,,1,,1,1,,,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,29,3250000,450000,400000,1900000,270000,7225000,260000,0,4830000,,6600000,,21840000,,,26000000,330000000
11301158711,13,12,4,2,80,2,,,3,2,2,1,4,80,3,1,,,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,,,,,,,4,14,24,,200000,150000,150000,,2982000,60000,0,5310000,1000000,,,10920000,,150000000,,
11301158714,13,12,4,1,33,1,2,7,1,1,2,3,4,140,1,,,,,,,,1,,,1,,,,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,,660000,,300000,470000,5775000,,100000000,10270000,,,,10920000,400000000,,,
11301158717,13,12,4,1,50,1,2,7,1,1,3,1,5,120,1,,1,,,,,,1,1,1,1,,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,,,,1,4,14,24,3200000,1300000,1000000,1100000,510000,6675000,,0,7230000,,,1700000,21840000,,,62000000,740000000
11301158802,13,3,1,1,56,1,2,2,1,1,4,1,3,110,3,1,1,,,,,,1,,1,1,,1,,1,1,1,,,,,,,1,1,1,1,1,1,1,,,,,,1,4,14,24,200000,620000,,1600000,275000,4185000,200000,0,5630000,,1000000,35000,21840000,30000000,60000000,,
11301158805,13,3,1,1,60,1,2,4,3,1,4,1,4,100,3,1,1,,,,,,1,,1,1,1,1,,1,1,1,1,,,,,,1,1,1,1,1,1,1,,,,,,1,4,14,24,,500000,2600000,2310000,1250000,10184000,490000,0,4370000,,3800000,,21840000,,226000000,25000000,310000000
11301158808,13,3,1,1,39,1,2,6,1,1,3,1,4,81,3,1,,,,,,,1,,1,1,1,1,,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,10140000,700000,,100000,540000,5725000,645000,0,7260000,,,,16380000,,,30000000,380000000
11301158811,13,3,1,1,46,1,2,4,1,1,3,1,4,100,3,1,1,,,,,,1,,1,1,1,1,,1,1,1,,,,,,,1,1,1,1,1,1,1,1,,,,,1,4,14,24,,400000,,2200000,320000,3451000,510000,0,4880000,,700000,,16380000,108000000,,12000000,154000000
11301158814,13,3,1,1,35,1,2,2,1,1,3,3,3,80,3,1,,,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,,,1,1,,,,,,1,4,14,24,500000,1000000,,200000,230000,4680000,640000,50000000,4750000,,,15000,16380000,90000000,,,
11301158817,13,3,1,2,70,1,2,1,3,2,1,1,4,100,3,1,,,,1,,,1,,,,,1,,1,,,,,,,,,1,1,1,,,1,1,,,,,,1,4,14,24,,,,,,570000,30000,0,3260000,,,,5460000,,6500000,,
11301158902,13,7,2,1,56,1,2,1,1,1,3,1,5,90,3,1,,,,,,,1,,,1,,,1,1,1,,,,,,,,1,1,1,,,1,1,1,,,,,1,4,14,24,,400000,,600000,150000,11459000,300000,0,3620000,300000,,,16380000,,,13000000,156000000
11301158905,13,7,2,2,75,2,,,3,2,1,1,1,20,3,1,,,,,,,1,,,,,,1,1,,,,1,,,,,1,1,1,,,1,,,,,,,1,4,14,24,,,,30000,,980000,20000,0,500000,,,,5460000,,14000000,,
11301158908,13,7,2,1,37,1,2,2,1,1,4,6,5,100,3,1,,1,1,,,,1,1,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,940000,500000,,3900000,370000,5178000,320000,0,3530000,,,900000,21840000,,,10000000,100000000
11301158911,13,7,2,1,57,1,2,1,3,2,2,1,4,80,3,1,,,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,,,,,,1,4,14,24,600000,250000,,80000,,1580000,30000,0,3680000,,,,10920000,,45000000,,
11301158914,13,7,2,1,38,1,2,2,1,1,3,1,4,75,3,1,1,1,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,830000,385000,,1000000,220000,7421000,275000,0,3870000,,2000000,600000,16380000,,,12000000,100000000
11301158917,13,7,2,1,48,1,2,1,1,1,4,3,3,80,3,1,1,,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,,,1,1,1,,,,,1,4,14,24,,250000,500000,8150000,140000,2990000,150000,35000000,3530000,1000000,350000,250000,21840000,150000000,,8000000,100000000
11301159002,13,10,3,1,30,1,2,1,1,1,3,1,3,82,3,1,,,,,,,1,,,1,,,1,1,,,,,,,,,1,1,1,,,1,1,1,,,,,1,4,14,24,,400000,,120000,500000,2537000,180000,0,3900000,,,,16380000,,,4000000,40000000
11301159005,13,10,3,1,28,1,2,4,2,1,4,1,3,85,3,1,,1,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,,600000,,600000,320000,2974000,200000,0,3900000,,,,21840000,,,0,120000000
11301159008,13,10,3,1,36,1,2,4,1,1,2,3,4,75,3,1,,1,,,,,1,,,1,,,1,1,1,,,,,,,,1,1,1,,,1,1,1,,,,,1,4,14,24,,200000,,300000,90000,1907000,65000,60000000,4230000,,,,10920000,120000000,,,
11301159011,13,10,3,1,35,1,2,2,1,1,3,1,2,75,3,1,1,,,,,,1,,,1,,,1,1,1,1,,,,,,,1,1,1,1,,1,1,1,,,,,1,4,14,24,,200000,350000,1400000,1430000,5186000,370000,0,3970000,1800000,220000,,11830000,120000000,,,
